country,submarket,year,list_type,brand,weekly_reach_pct,outlet_id,domain,notes,source
DEU,,2016,offline,Stern,7,deu_stern,,,"DNR 2016, p. 37"
DEU,,2016,offline,Süddeutsche Zeitung,5,deu_sueddeutsche,,,"DNR 2016, p. 37"
DEU,,2016,online,Spiegel online,19,deu_spiegel,,,"DNR 2016, p. 37"
DEU,,2016,online,N24 online,17,deu_n24,,,"DNR 2016, p. 37"
DEU,,2016,online,n-tv online,17,deu_n_tv,,,"DNR 2016, p. 37"
DEU,,2016,online,ZDF News online,16,deu_zdf,,,"DNR 2016, p. 37"
DEU,,2016,online,ARD News online,16,deu_ard,,,"DNR 2016, p. 37"
DEU,,2016,online,Focus online,16,deu_focus,,,"DNR 2016, p. 37"
DEU,,2016,online,Regional/local paper website,15,deu_local_newspaper,,"generic category, not a single outlet","DNR 2016, p. 37"
DEU,,2016,online,Bild online,15,deu_bild,,,"DNR 2016, p. 37"
DEU,,2016,online,Web.de,15,deu_web_de,web.de,,"DNR 2016, p. 37"
DEU,,2016,online,t-online news,14,deu_t_online,,,"DNR 2016, p. 37"
DEU,,2016,online,Gmx.de,13,deu_gmx,gmx.de,,"DNR 2016, p. 37"
DEU,,2016,online,rtl.de,11,deu_rtl,rtl.de,,"DNR 2016, p. 37"
DEU,,2016,online,Sueddeutsche.de,10,deu_sueddeutsche,sueddeutsche.de,,"DNR 2016, p. 37"
DEU,,2016,online,Stern.de,9,deu_stern,stern.de,,"DNR 2016, p. 37"
DEU,,2016,online,Die Welt online,9,deu_die_welt,,,"DNR 2016, p. 37"
DEU,,2016,online,ZEIT online,9,deu_zeit,,,"DNR 2016, p. 37"
FRA,,2016,offline,BFM TV,44,fra_bfm_tv,,,"DNR 2016, p. 39"
FRA,,2016,offline,TF1 news,41,fra_tf1,,,"DNR 2016, p. 39"
FRA,,2016,offline,France Télévisions news,35,fra_france_televisions,,,"DNR 2016, p. 39"
FRA,,2016,offline,M6 news,26,fra_m6,,,"DNR 2016, p. 39"
FRA,,2016,offline,I-Télé,19,fra_i_tele,,,"DNR 2016, p. 39"
FRA,,2016,offline,Public radio news,17,fra_public_radio,,"generic category, not a single outlet","DNR 2016, p. 39"
FRA,,2016,offline,Commercial radio news,17,fra_commercial_radio,,"generic category, not a single outlet","DNR 2016, p. 39"
FRA,,2016,offline,20 Minutes,14,fra_20_minutes,,,"DNR 2016, p. 39"
FRA,,2016,offline,Regional or local paper,14,fra_local_newspaper,,"generic category, not a single outlet","DNR 2016, p. 39"
FRA,,2016,offline,Canal+ news,12,fra_canal_plus,,,"DNR 2016, p. 39"
FRA,,2016,offline,Le Monde,9,fra_le_monde,,,"DNR 2016, p. 39"
FRA,,2016,offline,LCI,8,fra_lci,,,"DNR 2016, p. 39"
FRA,,2016,offline,Le Figaro,8,fra_le_figaro,,,"DNR 2016, p. 39"
FRA,,2016,offline,Direct Matin,7,fra_direct_matin,,,"DNR 2016, p. 39"
FRA,,2016,offline,Ouest France,6,fra_ouest_france,,,"DNR 2016, p. 39"
FRA,,2016,offline,Metro,6,fra_metro,,,"DNR 2016, p. 39"
FRA,,2016,online,20 Minutes online,19,fra_20_minutes,,,"DNR 2016, p. 39"
FRA,,2016,online,Le Monde online,18,fra_le_monde,,,"DNR 2016, p. 39"
FRA,,2016,online,Regional/Local paper website,15,fra_local_newspaper,,"generic category, not a single outlet","DNR 2016, p. 39"
FRA,,2016,online,Le Figaro online,15,fra_le_figaro,,,"DNR 2016, p. 39"
FRA,,2016,online,FranceTVInfo,15,fra_france_televisions,,,"DNR 2016, p. 39"
FRA,,2016,online,BFM TV online,15,fra_bfm_tv,,,"DNR 2016, p. 39"
FRA,,2016,online,Huffington Post,13,fra_huffington_post,,,"DNR 2016, p. 39"
FRA,,2016,online,L’Express online,11,fra_l_express,,,"DNR 2016, p. 39"
FRA,,2016,online,Le Point online,11,fra_le_point,,,"DNR 2016, p. 39"
FRA,,2016,online,Yahoo News,10,fra_yahoo,,,"DNR 2016, p. 39"
FRA,,2016,online,MSN News,9,fra_msn,,,"DNR 2016, p. 39"
FRA,,2016,online,TF1 news online,9,fra_tf1,,,"DNR 2016, p. 39"
FRA,,2016,online,Le Nouvel Observateur,9,fra_le_nouvel_observateur,,,"DNR 2016, p. 39"
FRA,,2016,online,Linternaute.com,8,fra_linternaute_com,linternaute.com,,"DNR 2016, p. 39"
FRA,,2016,online,Libération online,8,fra_liberation,,,"DNR 2016, p. 39"
FRA,,2016,online,Mediapart,8,fra_mediapart,,,"DNR 2016, p. 39"
ITA,,2016,offline,"RAI news (Tg1, Tg2, Tg3, TgR)",64,ita_rai,,,"DNR 2016, p. 41"
ITA,,2016,offline,"Mediaset news (Tg4, Tg5, Studio Aperto)",53,ita_mediaset,,,"DNR 2016, p. 41"
ITA,,2016,offline,SkyTg24,36,ita_sky_tg24,,,"DNR 2016, p. 41"
ITA,,2016,offline,RaiNews24,36,ita_rainews24,,,"DNR 2016, p. 41"
ITA,,2016,offline,Tg La7,32,ita_tg_la7,,,"DNR 2016, p. 41"
ITA,,2016,offline,TgCom24,30,ita_tgcom24,,,"DNR 2016, p. 41"
ITA,,2016,offline,La Repubblica,30,ita_la_repubblica,,,"DNR 2016, p. 41"
ITA,,2016,offline,Ballarò,29,ita_ballaro,,,"DNR 2016, p. 41"
ITA,,2016,offline,Il Corriere della Sera,25,ita_corriere_della_sera,,,"DNR 2016, p. 41"
ITA,,2016,offline,Porta a Porta,21,ita_porta_porta,,,"DNR 2016, p. 41"
ITA,,2016,offline,Quinta colonna,21,ita_quinta_colonna,,,"DNR 2016, p. 41"
ITA,,2016,offline,La Stampa,21,ita_la_stampa,,,"DNR 2016, p. 41"
ITA,,2016,offline,Il Sole 24 Ore,18,ita_il_sole_24_ore,,,"DNR 2016, p. 41"
ITA,,2016,offline,Commercial radio news,18,ita_commercial_radio,,"generic category, not a single outlet","DNR 2016, p. 41"
ITA,,2016,offline,Piazza pulita,17,ita_piazza_pulita,,,"DNR 2016, p. 41"
ITA,,2016,offline,A regional or local newspaper,17,ita_local_newspaper,,"generic category, not a single outlet","DNR 2016, p. 41"
ITA,,2016,online,La Repubblica online,33,ita_la_repubblica,,,"DNR 2016, p. 41"
ITA,,2016,online,TgCom24 online,28,ita_tgcom24,,,"DNR 2016, p. 41"
ITA,,2016,online,Sky Tg24 online,23,ita_sky_tg24,,,"DNR 2016, p. 41"
ITA,,2016,online,Ansa online,23,ita_ansa,,,"DNR 2016, p. 41"
ITA,,2016,online,Il Corriere della Serra online,21,ita_corriere_della_sera,,printed as 'Serra' in the DNR (typo for Sera),"DNR 2016, p. 41"
ITA,,2016,online,Yahoo News,21,ita_yahoo,,,"DNR 2016, p. 41"
ITA,,2016,online,Il Fatto Quotidiano online,18,ita_il_fatto_quotidiano,,,"DNR 2016, p. 41"
ITA,,2016,online,Notizie.Libero.it,17,ita_libero,libero.it,news section of the Libero portal (notizie.libero.it),"DNR 2016, p. 41"
ITA,,2016,online,La Stampa online,16,ita_la_stampa,,,"DNR 2016, p. 41"
ITA,,2016,online,Il Sole 24 ore online,16,ita_il_sole_24_ore,,,"DNR 2016, p. 41"
ITA,,2016,online,MSN News,16,ita_msn,,,"DNR 2016, p. 41"
ITA,,2016,online,RAI News online,15,ita_rai,,,"DNR 2016, p. 41"
ITA,,2016,online,Tg La7 online,13,ita_tg_la7,,,"DNR 2016, p. 41"
ITA,,2016,online,Huffington Post,12,ita_huffington_post,,,"DNR 2016, p. 41"
ITA,,2016,online,Il Giornale,11,ita_il_giornale,,,"DNR 2016, p. 41"
ITA,,2016,online,Regional or local newspaper website,11,ita_local_newspaper,,"generic category, not a single outlet","DNR 2016, p. 41"
ESP,,2016,offline,Antena 3 news,55,esp_antena_3,,,"DNR 2016, p. 43"
ESP,,2016,offline,LaSexta news,46,esp_lasexta,,,"DNR 2016, p. 43"
ESP,,2016,offline,TVE news,42,esp_rtve,,,"DNR 2016, p. 43"
ESP,,2016,offline,Telecinco news,36,esp_telecinco,,,"DNR 2016, p. 43"
ESP,,2016,offline,Cuatro news,35,esp_cuatro,,,"DNR 2016, p. 43"
ESP,,2016,offline,El País,27,esp_el_pais,,,"DNR 2016, p. 43"
ESP,,2016,offline,El Mundo,21,esp_el_mundo,,,"DNR 2016, p. 43"
ESP,,2016,offline,Cadena SER news,20,esp_cadena_ser,,,"DNR 2016, p. 43"
ESP,,2016,offline,Regional or local TV news,19,esp_local_tv,,"generic category, not a single outlet","DNR 2016, p. 43"
ESP,,2016,offline,20 Minutos,17,esp_20_minutos,,,"DNR 2016, p. 43"
ESP,,2016,offline,Regional or local paper,14,esp_local_newspaper,,"generic category, not a single outlet","DNR 2016, p. 43"
ESP,,2016,offline,Marca,14,esp_marca,,,"DNR 2016, p. 43"
ESP,,2016,offline,COPE news,14,esp_cope,,,"DNR 2016, p. 43"
ESP,,2016,offline,RNE news,12,esp_rne,,,"DNR 2016, p. 43"
ESP,,2016,offline,Onda Cero news,12,esp_onda_cero,,,"DNR 2016, p. 43"
ESP,,2016,offline,ABC,11,esp_abc,,,"DNR 2016, p. 43"
ESP,,2016,online,El País online,34,esp_el_pais,,,"DNR 2016, p. 43"
ESP,,2016,online,El Mundo online,28,esp_el_mundo,,,"DNR 2016, p. 43"
ESP,,2016,online,Antena 3 news online,23,esp_antena_3,,,"DNR 2016, p. 43"
ESP,,2016,online,20 Minutos online,21,esp_20_minutos,,,"DNR 2016, p. 43"
ESP,,2016,online,El Confidencial,20,esp_el_confidencial,,,"DNR 2016, p. 43"
ESP,,2016,online,Marca online,18,esp_marca,,,"DNR 2016, p. 43"
ESP,,2016,online,El Diario,17,esp_el_diario,,,"DNR 2016, p. 43"
ESP,,2016,online,Yahoo News,17,esp_yahoo,,,"DNR 2016, p. 43"
ESP,,2016,online,MSN News,16,esp_msn,,,"DNR 2016, p. 43"
ESP,,2016,online,LaSexta news online,16,esp_lasexta,,,"DNR 2016, p. 43"
ESP,,2016,online,RTVE news online,16,esp_rtve,,,"DNR 2016, p. 43"
ESP,,2016,online,ABC online,15,esp_abc,,,"DNR 2016, p. 43"
ESP,,2016,online,Huffington Post,14,esp_huffington_post,,,"DNR 2016, p. 43"
ESP,,2016,online,Local/Regional paper website,13,esp_local_newspaper,,"generic category, not a single outlet","DNR 2016, p. 43"
ESP,,2016,online,Público,13,esp_publico,,,"DNR 2016, p. 43"
ESP,,2016,online,El Periódico online,13,esp_el_periodico,,,"DNR 2016, p. 43"
PRT,,2016,offline,SIC News,72,prt_sic,,,"DNR 2016, p. 45"
PRT,,2016,offline,TVI News,62,prt_tvi,,,"DNR 2016, p. 45"
PRT,,2016,offline,RTP/RDP News,44,prt_rtp_rdp,,,"DNR 2016, p. 45"
PRT,,2016,offline,Jornal de Notícias,27,prt_jornal_de_noticias,,,"DNR 2016, p. 45"
PRT,,2016,offline,Correio da Manhã,25,prt_correio_da_manha,,,"DNR 2016, p. 45"
PRT,,2016,offline,TSF,20,prt_tsf,,,"DNR 2016, p. 45"
PRT,,2016,offline,Público,18,prt_publico,,,"DNR 2016, p. 45"
PRT,,2016,offline,Expresso,17,prt_expresso,,,"DNR 2016, p. 45"
PRT,,2016,offline,Diário de Notícias,14,prt_diario_de_noticias,,,"DNR 2016, p. 45"
PRT,,2016,offline,Regional or local paper,13,prt_local_newspaper,,"generic category, not a single outlet","DNR 2016, p. 45"
PRT,,2016,offline,Rádio Renascença,13,prt_radio_renascenca,,,"DNR 2016, p. 45"
PRT,,2016,offline,A Bola,12,prt_bola,,,"DNR 2016, p. 45"
PRT,,2016,offline,Euronews,11,prt_euronews,,,"DNR 2016, p. 45"
PRT,,2016,offline,Correio da Manhã TV,11,prt_correio_da_manha_tv,,,"DNR 2016, p. 45"
PRT,,2016,offline,Record,10,prt_record,,,"DNR 2016, p. 45"
PRT,,2016,offline,O Jogo,9,prt_o_jogo,,,"DNR 2016, p. 45"
PRT,,2016,online,SIC News online,46,prt_sic,,,"DNR 2016, p. 45"
PRT,,2016,online,TVI News online,38,prt_tvi,,,"DNR 2016, p. 45"
PRT,,2016,online,Sapo News,36,prt_sapo,,,"DNR 2016, p. 45"
PRT,,2016,online,Notícias ao Minuto,34,prt_noticias_ao_minuto,,,"DNR 2016, p. 45"
PRT,,2016,online,Jornal de Notícias online,34,prt_jornal_de_noticias,,,"DNR 2016, p. 45"
PRT,,2016,online,Público online,31,prt_publico,,,"DNR 2016, p. 45"
PRT,,2016,online,Correio da Manhã online,31,prt_correio_da_manha,,,"DNR 2016, p. 45"
PRT,,2016,online,Expresso online,25,prt_expresso,,,"DNR 2016, p. 45"
PRT,,2016,online,Diário de Notícias online,24,prt_diario_de_noticias,,,"DNR 2016, p. 45"
PRT,,2016,online,RTP/RDP News online,19,prt_rtp_rdp,,,"DNR 2016, p. 45"
PRT,,2016,online,Observador online,18,prt_observador,,,"DNR 2016, p. 45"
PRT,,2016,online,A Bola online,17,prt_bola,,,"DNR 2016, p. 45"
PRT,,2016,online,MSN News,16,prt_msn,,,"DNR 2016, p. 45"
PRT,,2016,online,Diário Económico online,15,prt_diario_economico,,,"DNR 2016, p. 45"
PRT,,2016,online,Jornal de Negócios online,15,prt_jornal_de_negocios,,,"DNR 2016, p. 45"
PRT,,2016,online,Record online,14,prt_record,,,"DNR 2016, p. 45"
IRL,,2016,offline,RTE News,59,irl_rte,,,"DNR 2016, p. 47"
IRL,,2016,offline,Sky News,32,irl_sky,,,"DNR 2016, p. 47"
IRL,,2016,offline,BBC News,30,irl_bbc,,,"DNR 2016, p. 47"
IRL,,2016,offline,Irish Independent/Herald,25,irl_irish_independent_herald,,,"DNR 2016, p. 47"
IRL,,2016,offline,TV3 News,24,irl_tv3,,,"DNR 2016, p. 47"
IRL,,2016,offline,Local Radio News,21,irl_local_radio,,"generic category, not a single outlet","DNR 2016, p. 47"
IRL,,2016,offline,Irish Times,21,irl_irish_times,,,"DNR 2016, p. 47"
IRL,,2016,offline,Today FM news,20,irl_today_fm,,,"DNR 2016, p. 47"
IRL,,2016,offline,Newstalk,20,irl_newstalk,,,"DNR 2016, p. 47"
IRL,,2016,offline,Sunday Independent,16,irl_sunday_independent,,,"DNR 2016, p. 47"
IRL,,2016,offline,Regional or local paper,14,irl_local_newspaper,,"generic category, not a single outlet","DNR 2016, p. 47"
IRL,,2016,offline,UTV Ireland/NI news,13,irl_utv_ireland_ni,,,"DNR 2016, p. 47"
IRL,,2016,offline,ITV or Channel 4 News,11,irl_itv_or_channel_4,,"UK channels, combined item","DNR 2016, p. 47"
IRL,,2016,offline,The Sunday Times,10,irl_sunday_times,,,"DNR 2016, p. 47"
IRL,,2016,offline,CNN,8,irl_cnn,,,"DNR 2016, p. 47"
IRL,,2016,offline,Irish Daily Mail,8,irl_irish_daily_mail,,,"DNR 2016, p. 47"
IRL,,2016,online,RTE News online,42,irl_rte,,,"DNR 2016, p. 47"
IRL,,2016,online,Irish Independent/Herald online,36,irl_irish_independent_herald,,,"DNR 2016, p. 47"
IRL,,2016,online,Journal.ie,34,irl_thejournal,thejournal.ie,printed as Journal.ie; actual domain thejournal.ie,"DNR 2016, p. 47"
IRL,,2016,online,Irish Times online,29,irl_irish_times,,,"DNR 2016, p. 47"
IRL,,2016,online,BreakingNews.ie,24,irl_breakingnews_ie,breakingnews.ie,,"DNR 2016, p. 47"
IRL,,2016,online,BBC News online,22,irl_bbc,,,"DNR 2016, p. 47"
IRL,,2016,online,Sky News online,19,irl_sky,,,"DNR 2016, p. 47"
IRL,,2016,online,Her.ie/joe.ie,16,irl_her_joe,her.ie,"two sites (her.ie, joe.ie), same publisher","DNR 2016, p. 47"
IRL,,2016,online,Local radio news online,15,irl_local_radio,,"generic category, not a single outlet","DNR 2016, p. 47"
IRL,,2016,online,Yahoo News,14,irl_yahoo,,,"DNR 2016, p. 47"
IRL,,2016,online,Irish Examiner online,13,irl_irish_examiner,,,"DNR 2016, p. 47"
IRL,,2016,online,MSN News,11,irl_msn,,,"DNR 2016, p. 47"
IRL,,2016,online,Mail Online,11,irl_mail_online,,,"DNR 2016, p. 47"
IRL,,2016,online,Huffington Post,11,irl_huffington_post,,,"DNR 2016, p. 47"
IRL,,2016,online,Local/Regional paper website,10,irl_local_newspaper,,"generic category, not a single outlet","DNR 2016, p. 47"
IRL,,2016,online,Guardian online,10,irl_guardian,,,"DNR 2016, p. 47"
NOR,,2016,offline,NRK News,61,nor_nrk,,,"DNR 2016, p. 49"
NOR,,2016,offline,VG,53,nor_vg,,,"DNR 2016, p. 49"
NOR,,2016,offline,TV2 News,53,nor_tv2,,,"DNR 2016, p. 49"
NOR,,2016,offline,Dagbladet,37,nor_dagbladet,,,"DNR 2016, p. 49"
NOR,,2016,offline,Aftenposten,30,nor_aftenposten,,,"DNR 2016, p. 49"
NOR,,2016,offline,Local or regional paper,29,nor_local_newspaper,,"generic category, not a single outlet","DNR 2016, p. 49"
NOR,,2016,offline,P4 news,26,nor_p4,,,"DNR 2016, p. 49"
NOR,,2016,offline,Radio Norge news,18,nor_radio_norge,,,"DNR 2016, p. 49"
NOR,,2016,offline,Local radio news,17,nor_local_radio,,"generic category, not a single outlet","DNR 2016, p. 49"
NOR,,2016,offline,Dagens Næringsliv,15,nor_dagens_naeringsliv,,,"DNR 2016, p. 49"
NOR,,2016,offline,Local TV news,13,nor_local_tv,,"generic category, not a single outlet","DNR 2016, p. 49"
NOR,,2016,offline,Bergens Tidende,12,nor_bergens_tidende,,,"DNR 2016, p. 49"
NOR,,2016,offline,BBC News,8,nor_bbc,,,"DNR 2016, p. 49"
NOR,,2016,offline,Adresseavisa,8,nor_adresseavisen,,,"DNR 2016, p. 49"
NOR,,2016,offline,CNN,7,nor_cnn,,,"DNR 2016, p. 49"
NOR,,2016,offline,Dagsavisen,6,nor_dagsavisen,,,"DNR 2016, p. 49"
NOR,,2016,online,VG Nett online,64,nor_vg,,,"DNR 2016, p. 49"
NOR,,2016,online,Dagbladet online,46,nor_dagbladet,,,"DNR 2016, p. 49"
NOR,,2016,online,NRK News Online,45,nor_nrk,,,"DNR 2016, p. 49"
NOR,,2016,online,TV2 news online,44,nor_tv2,,,"DNR 2016, p. 49"
NOR,,2016,online,Aftenposten online,35,nor_aftenposten,,,"DNR 2016, p. 49"
NOR,,2016,online,Nettavisen,31,nor_nettavisen,,,"DNR 2016, p. 49"
NOR,,2016,online,Local/Regional paper websites,25,nor_local_newspaper,,"generic category, not a single outlet","DNR 2016, p. 49"
NOR,,2016,online,Dagens Næringsliv online,18,nor_dagens_naeringsliv,,,"DNR 2016, p. 49"
NOR,,2016,online,Bergens Tidende online,13,nor_bergens_tidende,,,"DNR 2016, p. 49"
NOR,,2016,online,ABCnyheter,13,nor_abcnyheter,,,"DNR 2016, p. 49"
NOR,,2016,online,Adresseavisen online,9,nor_adresseavisen,,,"DNR 2016, p. 49"
NOR,,2016,online,BBC News online,8,nor_bbc,,,"DNR 2016, p. 49"
NOR,,2016,online,Huffington Post,8,nor_huffington_post,,,"DNR 2016, p. 49"
NOR,,2016,online,P4 news online,7,nor_p4,,,"DNR 2016, p. 49"
NOR,,2016,online,Mail Online,7,nor_mail,,,"DNR 2016, p. 49"
NOR,,2016,online,Dagsavisen online,7,nor_dagsavisen,,,"DNR 2016, p. 49"
SWE,,2016,offline,SVT news,57,swe_svt,,,"DNR 2016, p. 51"
SWE,,2016,offline,TV4 news,50,swe_tv4,,,"DNR 2016, p. 51"
SWE,,2016,offline,SR news,40,swe_sr,,,"DNR 2016, p. 51"
SWE,,2016,offline,Aftonbladet,19,swe_aftonbladet,,,"DNR 2016, p. 51"
SWE,,2016,offline,Metro,16,swe_metro,,,"DNR 2016, p. 51"
SWE,,2016,offline,A regional or local newspaper,15,swe_local_newspaper,,"generic category, not a single outlet","DNR 2016, p. 51"
SWE,,2016,offline,Expressen,14,swe_expressen,,,"DNR 2016, p. 51"
SWE,,2016,offline,Dagens Nyheter,13,swe_dagens_nyheter,,,"DNR 2016, p. 51"
SWE,,2016,offline,Svenska Dagbladet,12,swe_svenska_dagbladet,,,"DNR 2016, p. 51"
SWE,,2016,offline,Göteborgs-Posten,9,swe_goteborgs_posten,,,"DNR 2016, p. 51"
SWE,,2016,offline,Dagens Industri,8,swe_dagens_industri,,,"DNR 2016, p. 51"
SWE,,2016,offline,CNN,8,swe_cnn,,,"DNR 2016, p. 51"
SWE,,2016,offline,BBC News,7,swe_bbc,,,"DNR 2016, p. 51"
